133024.154497,2356181.68605,2.94983626563,-0.000497865392474,59834538377.7,0.0
133722.40282,2476332.50385,2.91563107356,-0.000494431961074,57031372525.6,0.0
133110.288432,2197523.07107,2.88389180743,-0.000495295847076,53495321960.5,0.0
132437.392089,2305823.43176,2.90748034307,-0.00049361630451,52308021898.9,0.0
137938.920513,2613484.82691,2.74746120916,-0.000479828436269,49033796630.7,0.0
137994.632377,2437730.56997,2.56059232482,-0.000477959259094,40396836895.8,0.0
136322.841831,2794773.05957,2.74135150349,-0.000465825985046,40236689946.3,0.0
134936.574093,2674187.41916,2.5060855286,-0.000488988959717,37363212723.7,0.0
137842.265051,2365859.43675,2.60936816099,-0.000457356017364,36008455741.5,0.0
132379.489683,2652520.17969,2.78583243094,-0.000465150277986,35508926374.7,0.0
138833.250734,2469437.83186,2.78798244773,-0.00043303081745,35342965208.2,0.0
131765.437685,2163592.96019,2.94990846568,-0.000447431245965,34158798570.1,0.0
133827.141272,2847782.99607,2.66755197398,-0.000463352367017,33908383193.7,0.0
136317.175937,2760760.47438,2.63306777497,-0.000451561394069,33392846257.2,0.0
129189.067852,1883606.17854,2.80103096197,-0.000471595017957,33245394899.5,0.0
131592.126598,2880202.02654,2.52954110636,-0.000484418930326,32758118675.4,0.0
130401.908127,2822302.34625,2.84163911281,-0.000458722451656,32623000266.3,0.0
135405.814581,2706741.05497,2.6042891125,-0.000453849060225,32309640818.4,0.0
129120.763859,1992325.91828,2.64947601689,-0.00047965045128,31477340985.5,0.0
123396.799714,1748310.94722,2.74669910448,-0.00049903075315,30727649061.9,0.0
125499.8115,1989052.23424,2.73464186172,-0.000484148469045,29946361927.9,0.0
129742.806614,2029606.0093,2.8058826425,-0.000452846171028,29775264156.0,0.0
126016.286122,1859437.45355,2.8815405925,-0.000465810124841,29744427458.6,0.0
136271.991617,2878506.5957,2.67942325597,-0.000427530822635,29417628381.1,0.0
127328.13175,2762468.46957,2.6154952575,-0.00048144983601,29207730339.1,0.0
133208.304008,2944006.81849,2.39927452314,-0.000462893961952,28703089087.0,0.0
118235.1136,1186088.21682,2.94034374983,-0.000495604349976,27772659870.6,0.0
120779.800376,2960270.21918,2.98992213126,-0.000475046879166,27651049165.2,0.0
131086.402266,2891373.53869,2.6390472567,-0.000447574356426,27582679808.8,0.0
137264.434727,2621605.1461,2.57581339806,-0.000415280414763,27197085304.2,0.0
123454.576914,2854853.30739,2.65259535149,-0.00048808955849,27004085756.9,0.0
127439.172865,1808809.31748,2.8848753945,-0.000443727665624,26972290722.6,0.0
123937.09459,2876316.25342,2.54943250777,-0.000493280183695,26733092189.8,0.0
128478.583687,1956151.73026,2.7040423455,-0.000450382814192,26555139237.0,0.0
124286.961167,1790620.48996,2.4454876543,-0.000498681432314,26414889694.6,0.0
129628.438687,1981385.54441,2.52451196909,-0.000451653954453,25723594522.2,0.0
126839.688623,2010088.20223,2.18188561366,-0.000496237929895,25630942755.7,0.0
